courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,bicycle,4.642497688680585,-74.07577067613602,00:00:04,22:52:04
2,motorcycle,4.723033384076267,-74.04630929231644,00:00:04,23:36:04
3,bicycle,4.697240061558837,-74.04553681612015,00:00:04,22:52:05
4,motorcycle,4.557784772814323,-74.11327332258224,00:00:04,22:48:04
5,motorcycle,4.729872061764162,-74.04541343450546,00:00:04,23:31:03
6,motorcycle,4.731684387393088,-74.04528468847275,00:00:04,23:58:03
7,walking,4.716944983851533,-74.10513550043106,00:00:04,20:27:19
8,motorcycle,4.589136738834185,-74.11206632852554,00:00:04,00:52:02
9,bicycle,4.624166585256255,-74.07212823629379,00:00:04,23:55:03
10,motorcycle,4.727007826854113,-74.06505793333054,00:00:04,23:52:03
11,motorcycle,4.679768228607507,-74.04768258333206,00:00:04,23:58:03
12,motorcycle,4.730979734910797,-74.02700811624527,00:00:04,04:07:00
13,bicycle,4.757036668428796,-74.09389704465866,00:00:04,23:29:04
14,bicycle,4.657916397492848,-74.11446958780289,00:00:04,23:40:04
15,motorcycle,4.767963851346707,-74.0508046746254,00:00:04,04:02:00
16,walking,4.592857709496094,-74.15586680173874,00:00:04,23:58:03
17,bicycle,4.749579518778027,-74.04797226190567,00:00:04,16:45:18
18,bicycle,4.515738818223205,-74.11402970552444,00:00:04,22:22:07
19,bicycle,4.732741366116535,-74.09720689058304,00:00:04,21:23:12
20,motorcycle,4.67975302028055,-74.04471069574356,00:00:04,16:37:17
21,motorcycle,4.701346309836957,-74.04931336641312,00:00:04,23:58:03
22,bicycle,4.555726579232939,-74.13639932870865,00:00:04,20:13:20
23,bicycle,4.755764238406805,-74.07844215631485,00:00:04,21:37:11
24,motorcycle,4.679971006300256,-74.04814392328262,00:00:04,23:58:03
25,bicycle,4.578546673830466,-74.10140186548233,00:00:04,02:43:01
26,motorcycle,4.722199460814842,-74.04640048742294,00:00:04,02:34:01
27,bicycle,4.727912722307991,-74.0641137957573,00:00:04,23:58:03
28,motorcycle,4.6618781666648985,-74.0661147236824,00:00:04,22:16:09
29,motorcycle,4.741909452549862,-74.03620809316635,00:00:04,22:21:08
30,bicycle,4.671591218147476,-74.09707814455032,00:00:04,23:58:03
31,motorcycle,4.663459832668316,-74.11707669496536,00:00:04,23:58:03
32,bicycle,4.743394799149236,-74.05865281820297,00:00:04,22:11:11
33,walking,4.686277392544689,-74.05186146497726,00:00:04,23:58:03
34,motorcycle,4.583864518822757,-74.07040625810623,00:00:04,00:02:03
35,motorcycle,4.627859673985405,-74.06600743532181,00:00:04,23:58:03
36,bicycle,4.6632241036005055,-74.05704349279404,00:00:04,20:27:20
37,motorcycle,4.73953441882356,-74.03333812952042,00:00:04,23:58:03
38,walking,4.636966927110912,-74.06997174024582,00:00:04,22:57:05
39,bicycle,4.737871641743034,-74.08443957567215,00:00:04,22:52:05
40,bicycle,4.5485634572366465,-74.10956114530563,00:00:04,23:58:03
41,motorcycle,4.632323317947005,-74.06645268201828,00:00:04,00:22:03
42,car,4.688211384789263,-74.06029969453812,00:00:04,23:50:03
43,motorcycle,4.668782747102931,-74.12822932004929,00:00:04,23:58:03
44,motorcycle,4.588135523976241,-74.07732099294662,00:00:04,23:11:04
45,walking,4.582908928945692,-74.07548099756241,00:00:04,21:34:16
46,bicycle,4.7189296705192945,-74.04679745435715,00:00:04,23:58:03
47,bicycle,4.634130574133614,-74.07695084810257,00:00:04,23:57:03
48,bicycle,4.746674728329417,-74.0444478392601,00:00:04,20:13:22
49,motorcycle,4.663284936908326,-74.11750048398972,00:00:04,23:52:03
50,walking,4.644621785012113,-74.10281270742416,00:00:04,18:56:21
51,motorcycle,4.6242654393814675,-74.07223552465439,00:00:04,23:57:03
52,motorcycle,4.652575740010114,-74.06625956296921,00:00:04,21:24:11
53,motorcycle,4.657584349020972,-74.11451786756516,00:00:04,23:58:03
54,motorcycle,4.730394214322985,-74.06945675611496,00:00:04,23:52:03
55,bicycle,4.689747425811824,-74.08612936735153,00:00:04,13:48:26
56,motorcycle,4.701397004260151,-74.04933482408524,00:00:04,23:53:03
57,motorcycle,4.717910712613239,-74.06878620386124,00:00:04,23:58:03
58,bicycle,4.736741156105971,-74.09618765115738,00:00:04,14:29:25
