order_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
1,3.366367,-76.530618,3.376961,-76.523163,00:00:46,00:06:21,00:11:21,00:30:46
2,3.402337,-76.526587,3.3660614,-76.5167719,00:03:52,00:05:03,00:40:03,00:50:52
3,3.403688122074,-76.534275720526,3.4054184,-76.5285009,00:04:12,00:05:27,00:39:27,00:34:12
4,3.366367,-76.530618,3.381545,-76.536549,00:12:03,00:14:47,00:19:47,00:42:03
5,3.461352,-76.531825,3.4447981,-76.5089233,00:12:47,00:13:43,00:48:43,00:47:47
6,3.422228,-76.541262,3.3980846,-76.5401123,00:16:10,00:16:47,00:26:47,00:46:10
7,3.461352,-76.531825,3.460852,-76.531896,00:18:34,00:19:47,01:09:47,00:53:34
8,3.432901,-76.543776,3.4268751,-76.5474653,00:36:45,00:37:58,01:02:58,01:06:45
9,3.432901,-76.543776,3.4594048,-76.5318612,00:39:57,00:41:13,00:46:13,01:09:57
10,3.461352,-76.531825,3.4833764,-76.5181305,00:47:22,00:48:36,01:38:36,01:22:22
11,3.462128,-76.532539,3.4833764,-76.5181305,00:55:13,01:05:46,01:10:46,01:25:13
12,3.462099811093,-76.531904310173,3.446977,-76.548042,00:56:49,00:58:19,01:23:19,01:26:49
13,3.478603443008,-76.522485986613,3.470493,-76.504265,01:08:47,01:10:21,01:25:21,01:38:47
14,3.432901,-76.543776,3.399662334466,-76.546141505241,01:09:04,01:10:16,01:25:16,01:39:04
15,3.366367,-76.530618,3.383303743435,-76.514906510711,01:14:52,01:16:11,01:21:11,01:44:52
16,3.366367,-76.530618,3.352819,-76.540154,01:18:47,01:20:30,01:25:30,01:48:47
17,3.366367,-76.530618,3.3825042,-76.5093483,01:26:39,01:29:01,01:34:01,01:56:39
18,3.462099811093,-76.531904310173,3.458541183124,-76.529326066375,01:37:21,01:38:41,02:04:41,02:07:21
19,3.461352,-76.531825,3.438909738671,-76.545189187684,01:37:22,01:38:45,02:28:45,02:12:22
20,3.366367,-76.530618,3.352819,-76.540154,01:45:12,01:46:27,01:51:27,02:15:12
21,3.366367,-76.530618,3.3715876,-76.5055748,01:53:39,01:58:51,02:03:51,02:23:39
22,3.402337,-76.526587,3.3820466,-76.5426618,02:00:44,02:01:37,02:31:37,02:45:44
23,3.402337,-76.526587,3.4223838,-76.5105387,02:07:57,02:10:13,02:28:13,02:52:57
24,3.461352,-76.531825,3.472108,-76.51896,02:09:05,02:10:00,02:45:00,02:44:05
25,3.432901,-76.543776,3.4268751,-76.5474653,02:32:38,02:33:36,02:38:36,03:02:38
26,3.462128,-76.532539,3.45631,-76.535536,03:14:30,03:17:40,03:22:40,03:44:30
27,3.366367,-76.530618,3.370120814722,-76.517369113863,05:09:18,05:10:23,05:15:23,05:39:18
28,3.431775,-76.538941,3.408613,-76.545812,06:25:57,06:27:18,06:35:18,06:55:57
29,3.431775,-76.538941,3.430546671824,-76.555128917098,06:27:17,06:28:11,06:41:11,06:57:17
30,3.480488,-76.524805,3.49115,-76.515426,06:30:14,06:31:20,06:49:20,07:01:14
31,3.389606979867,-76.528521857919,3.3745599,-76.5155311,06:40:48,06:42:02,06:57:02,07:12:48
32,3.422651,-76.538379,3.381286,-76.532519,06:41:02,06:45:30,07:10:30,07:11:02
33,3.468789049756,-76.528902179762,3.490176248007,-76.522752307355,06:51:14,06:52:12,07:10:12,07:18:14
34,3.388054,-76.53889,3.368235803295,-76.533634699881,06:52:32,06:54:02,07:14:02,07:23:32
35,3.431775,-76.538941,3.421164,-76.538714,06:56:06,06:57:20,07:05:20,07:26:06
36,3.468789049756,-76.528902179762,3.474034070969,-76.527824401855,06:58:58,07:00:58,07:18:58,07:25:58
37,3.424064,-76.544266,3.421164,-76.538714,07:03:45,07:04:52,07:22:52,07:33:45
