order_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
1,4.806918,-75.736006,4.8031277,-75.7379546,07:40:53,07:42:01,08:02:01,08:02:53
2,4.809653,-75.678488,4.807341273763,-75.681938119233,07:48:32,07:49:14,07:59:14,08:18:32
3,4.807934,-75.687068,4.8073224,-75.6896359,08:04:55,08:05:55,08:15:55,08:17:55
4,4.806945,-75.683506,4.818636320237,-75.675560832024,08:08:36,08:09:32,08:21:32,08:38:36
5,4.813253,-75.695817,4.8144046,-75.7171756,08:32:37,08:36:52,08:41:52,09:02:37
6,4.809653,-75.678488,4.8014247,-75.6848208,08:41:50,08:42:38,08:52:38,09:11:50
7,4.811068,-75.691096,4.838307467797,-75.691128800636,09:00:00,08:16:40,10:06:40,09:30:00
8,4.811068,-75.691096,4.8067372,-75.6873267,09:00:00,08:06:03,09:21:03,09:30:00
9,4.811068,-75.691096,4.8064257,-75.7474784,09:00:00,08:56:10,10:06:10,09:30:00
10,4.806945,-75.683506,4.806304,-75.687772,09:01:04,09:02:16,09:12:16,09:31:04
11,4.803890507545,-75.684975055156,4.806304,-75.687772,09:01:04,09:02:06,09:12:06,09:25:04
12,4.814012,-75.713595,4.801949934493,-75.706164501607,09:18:57,09:20:34,09:45:34,10:01:57
13,4.80843733,-75.6873389,4.8076326,-75.6876019,09:21:32,09:22:14,09:29:14,09:51:32
14,4.807867,-75.717689,4.807461,-75.718886,09:22:19,09:23:28,09:34:28,09:36:19
15,4.8112683,-75.693181,4.8174954,-75.6976746,09:28:40,09:29:24,09:39:24,09:58:40
16,4.806945,-75.683506,4.8063751,-75.68807,09:33:50,09:34:39,09:44:39,10:03:50
17,4.8091097,-75.7415858,4.805377784811,-75.756833441556,09:36:53,09:37:54,09:50:54,10:06:53
18,4.808464244395,-75.69000400056,4.801846,-75.687908,09:39:38,09:41:00,09:48:00,09:51:38
19,4.814063,-75.763696,4.802732060532,-75.7783581689,09:43:09,09:49:13,09:54:13,10:13:09
20,4.809223,-75.741789,4.799540071904,-75.7466859743,09:48:48,09:55:59,10:00:59,10:18:48
21,4.8091097,-75.7415858,4.800976034305,-75.717971920967,09:51:06,09:57:39,10:02:39,10:21:06
22,4.807682,-75.689498,4.8163827,-75.714329,09:55:30,09:56:46,10:16:46,10:26:30
23,4.8070324,-75.7210023,4.821168173694,-75.816712344242,10:00:00,09:14:44,09:24:44,10:30:00
24,4.803741,-75.684179,4.8039209,-75.6899538,10:17:26,10:18:32,10:23:32,10:47:26
25,4.811143,-75.693125,4.814827,-75.694823,10:20:22,10:21:25,10:37:25,10:50:22
26,4.808411,-75.689017,4.8084373,-75.6818622,10:25:40,10:26:35,10:48:35,10:55:40
27,4.8292183,-75.6770416,4.8261222,-75.6907557,10:37:27,10:39:29,11:14:29,11:07:27
28,4.803741,-75.684179,4.810369,-75.722469,10:43:26,10:44:44,10:49:44,11:13:26
29,4.825093,-75.676586,4.8177446,-75.6691703,10:54:26,10:55:26,11:17:26,11:25:26
30,4.811068,-75.691096,4.80512,-75.6833483,11:00:00,10:04:53,10:54:53,11:30:00
31,4.803224,-75.697282,4.8004256,-75.7056739,11:00:58,11:01:55,11:21:55,11:36:58
32,4.807982,-75.687071,4.819574,-75.681145,11:13:15,11:14:27,11:28:27,11:39:15
33,4.809223,-75.741798,4.797273,-75.770575,11:14:20,11:15:09,11:37:09,12:02:20
34,4.803224,-75.697282,4.8095073,-75.6828052,11:14:51,11:15:40,11:35:40,11:50:51
35,4.806466369531,-75.684117169941,4.8123783,-75.711662,11:20:09,11:26:13,11:31:13,11:50:09
36,4.803224,-75.697282,4.8178243,-75.6988093,11:24:32,11:25:41,11:45:41,12:00:32
37,4.8371789,-75.6655387,4.8153774,-75.692093,11:25:54,11:28:09,11:43:09,11:55:54
38,4.808758125901,-75.689879783714,4.827850532949,-75.707818602891,11:26:14,11:26:49,11:32:49,11:56:14
