courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,motorcycle,3.457373602304706,-76.53177827596664,00:00:00,23:55:00
2,motorcycle,3.4566182553992277,-76.53433173894882,00:00:00,23:58:00
3,motorcycle,3.4566917623128433,-76.53428882360458,00:00:00,23:58:00
4,motorcycle,3.3658194740293865,-76.53058737516403,00:00:00,08:36:01
5,bicycle,3.3714617633300676,-76.5202072262764,00:00:00,23:58:00
6,motorcycle,3.408935080949739,-76.5049883723259,00:00:00,23:58:00
7,car,3.413969037172187,-76.47391229867935,00:00:00,23:08:00
8,motorcycle,3.4360768751239377,-76.49064391851425,00:00:00,03:13:00
9,motorcycle,3.46137085757298,-76.53179436922073,00:00:00,23:58:00
10,motorcycle,3.412853759862081,-76.49222105741501,00:00:00,23:58:00
11,motorcycle,3.4086030324778633,-76.53874665498734,00:00:00,20:12:02
12,bicycle,3.4352505560259985,-76.50240272283554,00:00:00,06:11:00
13,motorcycle,3.423228373567248,-76.48158341646194,00:00:00,23:58:00
14,motorcycle,3.3657662448850374,-76.53050690889359,00:00:00,23:58:00
15,bicycle,3.412881641794833,-76.52948766946793,00:00:00,23:29:00
16,motorcycle,3.483113695677794,-76.4965608716011,00:00:00,23:58:00
17,motorcycle,3.4775018230310124,-76.51623755693436,00:00:00,14:50:01
18,walking,3.4583925602107612,-76.53533488512039,00:00:00,15:01:01
19,bicycle,3.39276355995316,-76.5278622508049,00:00:00,23:58:00
20,motorcycle,3.4213450757458617,-76.4940556883812,00:00:00,04:26:00
21,motorcycle,3.398438800628917,-76.54266804456711,00:00:00,21:06:01
22,motorcycle,3.4600350595220064,-76.53266340494156,00:00:00,23:56:00
23,motorcycle,3.4516400630422837,-76.5572538971901,00:00:00,02:48:00
24,motorcycle,3.4313572243252466,-76.53093606233597,00:00:00,23:47:00
25,motorcycle,3.410800635723014,-76.5828475356102,00:00:00,13:44:02
26,car,3.4140324052011692,-76.51234835386276,00:00:00,23:58:00
27,motorcycle,3.55624293584588,-76.28723591566086,00:00:00,12:49:01
28,motorcycle,3.512972710934811,-76.30099564790726,00:00:00,23:52:00
29,motorcycle,3.376706101408743,-76.52002483606339,00:00:00,23:58:00
30,motorcycle,3.4535436386329437,-76.4859339594841,00:00:00,00:44:00
31,motorcycle,3.4202171248299535,-76.52064174413681,00:00:00,21:15:01
32,bicycle,3.3722221796778697,-76.5468093752861,00:00:00,03:28:00
33,car,3.344753406474119,-76.51696711778641,00:00:00,00:24:00
34,motorcycle,3.3968647387889703,-76.50915116071701,00:00:00,23:58:00
35,motorcycle,3.4267643095845273,-76.4822968840599,00:00:00,23:58:00
36,bicycle,3.542504747162262,-76.31471246480942,00:00:00,23:58:00
37,motorcycle,3.4648890505421477,-76.48283332586288,00:00:00,22:33:00
38,motorcycle,3.4502966608278314,-76.5544804930687,00:00:00,01:46:00
39,motorcycle,3.4566740192647316,-76.47558599710464,00:00:00,21:26:01
40,motorcycle,3.430006217947323,-76.54215306043625,00:00:00,14:35:02
41,bicycle,3.385397660264111,-76.5531662106514,00:00:00,23:31:00
42,walking,3.256172506118695,-76.55823022127151,00:00:00,20:41:01
