order_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
1,4.807988,-75.698245,4.8160833,-75.6907677,00:33:24,00:34:38,01:34:38,01:03:24
2,4.809653,-75.678488,4.827944,-75.688962,07:18:21,07:18:57,07:28:57,07:48:21
3,4.807934,-75.687068,4.8069775,-75.6710727,07:29:37,07:31:08,07:56:08,07:49:37
4,4.808411,-75.689017,4.812619646579,-75.706630535424,07:38:20,07:39:36,08:06:36,08:08:20
5,4.809249,-75.742135,4.807021,-75.744866,08:22:01,08:22:52,08:30:52,08:52:01
6,4.806845,-75.683771,4.807341273763,-75.681938119233,08:26:30,08:27:37,08:47:37,08:56:30
7,4.811143,-75.693125,4.801639556162,-75.707233026624,08:34:01,08:34:55,08:50:55,09:04:01
8,4.806845,-75.683771,4.815333487369,-75.692254900932,08:41:58,08:43:03,09:03:03,09:11:58
9,4.808411,-75.689017,4.79982614454,-75.684729669456,08:49:58,08:50:56,09:17:56,09:19:58
10,4.809249,-75.742135,4.8110073,-75.762407,08:55:05,08:55:52,09:03:52,09:25:05
11,4.807934,-75.687068,4.810344,-75.698357,08:55:25,08:56:25,09:11:25,09:15:25
12,4.811143,-75.693125,4.830118,-75.698655,08:57:02,08:57:54,09:09:54,09:27:02
14,4.8070324,-75.7210023,4.824939,-75.68581,09:00:00,08:07:46,08:17:46,09:30:00
16,4.811068,-75.691096,4.8313069,-75.7018877,09:00:00,08:36:17,10:36:17,09:30:00
15,4.811068,-75.691096,4.8537587,-75.6618333,09:00:00,08:03:29,08:58:29,09:30:00
13,4.811068,-75.691096,4.8555262,-75.6616749,09:00:00,08:08:18,10:08:18,09:30:00
17,4.813253,-75.695817,4.8073367,-75.6842799,09:00:41,09:06:32,09:11:32,09:30:41
18,4.808411,-75.689017,4.8087064,-75.7101852,09:08:56,09:09:58,09:41:58,09:38:56
19,4.803890507545,-75.684975055156,4.8152893,-75.6949129,09:19:08,09:19:45,09:29:45,09:49:08
20,4.803890507545,-75.684975055156,4.802368,-75.688932,09:19:56,09:20:54,09:30:54,09:43:56
21,4.809653,-75.678488,4.796303,-75.697404,09:21:54,09:22:28,09:32:28,09:51:54
