courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,motorcycle,4.825296709249791,-75.6816092133522,00:37:00,22:37:00
2,motorcycle,4.791769952475214,-75.68594366312027,00:37:00,23:20:00
3,motorcycle,4.811152965180689,-75.70357114076614,00:37:00,23:58:00
4,motorcycle,4.8086968203772855,-75.67355185747147,00:37:00,00:38:00
5,motorcycle,4.808012445664268,-75.70321172475815,00:37:00,23:58:00
6,motorcycle,4.805835120188391,-75.69687634706497,00:37:00,23:58:00
7,motorcycle,4.814187026408412,-75.6916943192482,00:37:00,16:31:00
8,motorcycle,4.81124928458474,-75.70360869169235,00:37:00,01:20:00
9,motorcycle,4.808554875992364,-75.7004114985466,00:37:00,23:51:00
10,motorcycle,4.807829945740785,-75.69833546876907,00:37:00,23:58:00
11,car,4.8123569577313745,-75.68940371274948,00:37:00,23:58:00
12,motorcycle,4.808559945434681,-75.69696754217148,00:37:00,23:58:00
13,motorcycle,4.804484113810467,-75.70116251707077,00:37:00,22:50:00
14,motorcycle,4.811239145700107,-75.70356577634811,00:37:00,23:58:00
15,motorcycle,4.7978684915845875,-75.72458356618881,00:37:00,21:36:01
16,motorcycle,4.787838599957084,-75.67044049501419,00:37:00,21:05:01
17,motorcycle,4.620899329681862,-75.63706308603287,00:37:00,23:13:00
18,motorcycle,4.807819806856152,-75.69836765527725,00:37:00,23:58:00
19,car,4.814187026408412,-75.6916943192482,00:37:00,18:31:01
20,motorcycle,4.806631022632423,-75.68349212408066,00:37:00,23:58:00
21,motorcycle,4.833549761344607,-75.66510289907455,00:37:00,20:53:01
22,motorcycle,4.860765062432428,-75.66220611333847,00:37:00,23:58:00
23,motorcycle,4.82811024973666,-75.69825500249863,00:37:00,14:07:00
24,walking,4.829585457451394,-75.66753834486008,01:17:00,03:24:00
25,motorcycle,4.809264597916972,-75.76146930456161,06:01:00,16:08:01
26,motorcycle,4.814747199784627,-75.69254726171494,06:01:00,06:02:00
27,motorcycle,4.811718207999213,-75.6861475110054,06:01:00,21:01:01
28,motorcycle,4.804866856705523,-75.74306935071945,06:40:00,22:57:00
29,motorcycle,4.811365881758071,-75.69460183382034,06:40:00,17:53:01
30,motorcycle,4.803404322596585,-75.73755472898483,06:40:00,23:24:00
31,motorcycle,4.797072589140555,-75.74659913778305,06:40:00,19:27:02
32,motorcycle,4.813084422704101,-75.68808406591415,06:40:00,23:58:00
33,motorcycle,4.833952782008943,-75.69233268499374,06:40:00,22:08:01
34,car,4.803237031000073,-75.74701756238937,06:40:00,19:14:01
35,motorcycle,4.816288310249504,-75.6795385479927,06:42:00,22:21:00
36,motorcycle,4.808884389743078,-75.68447381258011,06:47:00,21:39:01
37,motorcycle,4.820997822163555,-75.67566007375717,06:53:00,20:44:01
38,motorcycle,4.812131367548183,-75.73323100805283,07:11:00,20:41:01
