order_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
1,3.364236849577,-76.532266527613,3.372221031781,-76.515846289694,00:02:08,00:03:38,00:30:38,00:43:08
2,3.422228,-76.541262,3.42945666448,-76.549228881266,00:03:55,00:04:36,00:14:36,00:33:55
3,3.432901,-76.543776,3.443064,-76.50586,00:04:42,00:08:59,00:33:59,00:34:42
4,3.471972302653,-76.526558284726,3.4569215,-76.526795,00:10:41,00:11:48,00:26:48,00:40:41
5,3.402337,-76.526587,3.3966641,-76.5525986,00:11:14,00:12:38,00:42:38,00:56:14
6,3.398650761659,-76.544649985798,3.404081505442,-76.534409710979,00:12:00,00:13:05,00:38:05,00:47:00
7,3.452119,-76.535758,3.4712973,-76.518469,00:13:57,00:15:39,00:40:39,00:43:57
8,3.462128,-76.532539,3.4367173,-76.5358846,00:16:25,00:21:16,00:26:16,00:46:25
9,3.366367,-76.530618,3.373955,-76.517246,00:18:57,00:23:14,00:28:14,00:48:57
10,3.462128,-76.532539,3.4283619,-76.5350131,00:21:49,00:27:26,00:32:26,00:51:49
11,3.432901,-76.543776,3.4270142,-76.531149,00:22:53,00:24:14,00:54:14,00:52:53
12,3.382236,-76.533013,3.372232746126,-76.522032804787,00:22:57,00:24:09,00:43:09,00:57:57
13,3.475256532706,-76.496728951389,3.470527410125,-76.488182737202,00:23:00,00:24:04,00:43:04,00:45:00
14,3.366367,-76.530618,3.39345305715,-76.539502895854,00:23:20,00:26:30,00:31:30,00:53:20
15,3.480965,-76.524732,3.480677,-76.514675,00:31:42,00:32:30,01:00:30,01:06:42
16,3.422228,-76.541262,3.390639824409,-76.537771336734,00:31:49,00:32:25,00:47:25,01:01:49
17,3.478603443008,-76.522485986613,3.4561358,-76.5286592,00:32:12,00:33:14,00:48:14,01:02:12
18,3.364236849577,-76.532266527613,3.3653853,-76.5159447,00:36:45,00:37:57,01:03:57,01:17:45
19,3.432901,-76.543776,3.4584107,-76.5527969,00:36:52,00:41:11,01:06:11,01:06:52
20,3.398650761659,-76.544649985798,3.402780265136,-76.537224836648,00:37:34,00:43:22,00:48:22,01:12:34
21,3.462128,-76.532539,3.462551,-76.5355,00:38:42,00:50:35,00:55:35,01:08:42
22,3.366367,-76.530618,3.356341270321,-76.517413035035,00:39:27,00:44:52,00:54:52,01:09:27
23,3.436585,-76.5453,3.42945666448,-76.549228881266,00:40:37,00:42:20,01:12:20,01:06:37
24,3.461352,-76.531825,3.4878324,-76.5264131,00:40:49,00:42:16,01:17:16,01:15:49
25,3.422228,-76.541262,3.4387393,-76.5427564,00:48:03,00:48:36,01:03:36,01:18:03
26,3.403688122074,-76.534275720526,3.399905316545,-76.527851521969,00:48:16,00:49:45,01:22:45,01:18:16
27,3.432901,-76.543776,3.493655642046,-76.505440659821,00:50:03,00:52:54,01:17:54,01:20:03
28,3.432901,-76.543776,3.4500452,-76.5382853,00:50:36,00:53:02,01:18:02,01:20:36
29,3.458482418467,-76.533209875412,3.453250814338,-76.551058903579,00:51:09,00:52:23,01:02:23,01:21:09
30,3.487368,-76.517929,3.4773091,-76.4911015,00:52:31,00:53:42,01:38:42,01:22:31
31,3.436585,-76.5453,3.427786,-76.537906,00:52:41,00:54:04,01:23:04,01:18:41
32,3.366367,-76.530618,3.364356,-76.527092,00:52:54,01:01:45,01:06:45,01:22:54
33,3.382058,-76.528949,3.369645,-76.511423,00:54:35,00:56:01,01:21:01,01:17:35
34,3.364236849577,-76.532266527613,3.366052267427,-76.528233257527,00:58:00,00:59:21,01:27:21,01:36:00
35,3.366367,-76.530618,3.3773529,-76.5450219,01:01:15,01:11:55,01:16:55,01:31:15
36,3.366367,-76.530618,3.397077884938,-76.535787843168,01:04:15,01:11:53,01:16:53,01:34:15
37,3.366367,-76.530618,3.366118899526,-76.528309749416,01:04:18,01:11:56,01:16:56,01:34:18
38,3.462128,-76.532539,3.424192170134,-76.543569937348,01:07:28,01:16:18,01:21:18,01:37:28
39,3.461352,-76.531825,3.4449401,-76.5531127,01:08:16,01:09:18,01:49:18,01:43:16
40,3.422228,-76.541262,3.431024399844,-76.551588843996,01:08:59,01:09:33,01:24:33,01:38:59
41,3.432901,-76.543776,3.423899,-76.539105,01:09:48,01:12:42,01:37:42,01:39:48
42,3.366367,-76.530618,3.3451562,-76.5153586,01:13:45,01:17:37,01:27:37,01:43:45
43,3.403688122074,-76.534275720526,3.4073473,-76.54752,01:16:29,01:17:34,01:55:34,01:46:29
44,3.366367,-76.530618,3.359425,-76.517039,01:19:10,01:25:23,01:30:23,01:49:10
45,3.451621,-76.54294,3.445828,-76.5377,01:20:18,01:21:41,01:51:41,01:53:18
46,3.403688122074,-76.534275720526,3.379849,-76.516721,01:22:56,01:24:10,01:59:10,01:52:56
47,3.432901,-76.543776,3.445949310456,-76.495742127299,01:23:08,01:24:55,01:49:55,01:53:08
48,3.432901,-76.543776,3.4087736,-76.5558321,01:23:14,01:24:48,01:49:48,01:53:14
49,3.451621,-76.54294,3.4457571,-76.5376964,01:27:39,01:29:08,01:59:08,02:00:39
50,3.402337,-76.526587,3.389123170783,-76.522057638902,01:29:21,01:30:40,02:05:40,02:14:21
51,3.432901,-76.543776,3.459112,-76.551898,01:33:06,01:34:38,01:59:38,02:03:06
52,3.422228,-76.541262,3.436695,-76.5199097,01:34:17,01:34:53,01:49:53,02:04:17
53,3.432901,-76.543776,3.480337541363,-76.491490917978,01:38:18,01:39:56,01:44:56,02:08:18
54,3.432901,-76.543776,3.476479,-76.500918,01:41:16,01:42:44,02:07:44,02:11:16
55,3.366367,-76.530618,3.356341270321,-76.517413035035,02:08:16,02:20:40,02:25:40,02:38:16
56,3.403688122074,-76.534275720526,3.406789,-76.543725,02:10:36,02:11:40,02:44:40,02:40:36
57,3.403688122074,-76.534275720526,3.386383237455,-76.521310955286,02:15:29,02:16:36,02:54:36,02:45:29
58,3.366367,-76.530618,3.364356,-76.527092,02:26:34,02:31:46,02:36:46,02:56:34
59,3.432901,-76.543776,3.3927918,-76.5333911,02:30:04,02:31:36,02:56:36,03:00:04
60,3.403688122074,-76.534275720526,3.371747,-76.537415,02:39:09,02:40:19,03:13:19,03:09:09
61,3.462128,-76.532539,3.42115329309,-76.541218310595,02:53:00,02:54:13,02:59:13,03:23:00
62,3.366367,-76.530618,3.356341270321,-76.517413035035,02:54:00,02:55:51,03:00:51,03:24:00
63,3.432901,-76.543776,3.49048747643,-76.520508304238,02:56:33,02:57:44,03:02:44,03:26:33
64,3.366367,-76.530618,3.364356,-76.527092,02:56:45,03:01:35,03:06:35,03:26:45
65,3.414235,-76.537703,3.384833,-76.541538,02:58:14,02:59:47,03:19:47,03:28:14
66,3.422228,-76.541262,3.407465174623,-76.544086933136,03:07:48,03:08:27,03:23:27,03:37:48
67,3.475527,-76.526513,3.479904,-76.528642,03:15:41,03:16:55,03:30:55,03:45:41
68,3.487368,-76.517929,3.4500218,-76.5086974,03:27:40,03:28:42,04:00:42,03:57:40
69,3.475527,-76.526513,3.486007115817,-76.518570408225,03:28:27,03:34:26,03:39:26,03:58:27
70,3.422228,-76.541262,3.428391,-76.531746,03:30:48,03:31:25,03:46:25,04:00:48
71,3.414235,-76.537703,3.3964112,-76.5505641,03:31:26,03:32:52,04:02:52,04:01:26
72,3.366367,-76.530618,3.39345305715,-76.539502895854,03:31:51,03:39:39,03:44:39,04:01:51
73,3.462128,-76.532539,3.490763566074,-76.520338989794,03:34:04,03:35:37,03:40:37,04:04:04
