courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,motorcycle,11.015683974549113,-74.82642441987991,00:00:00,23:53:00
2,motorcycle,10.984321869644615,-74.79739218950272,00:00:00,22:09:02
3,motorcycle,10.95866288734863,-74.80633467435837,00:00:00,20:55:07
4,motorcycle,11.003200472839374,-74.81844753026962,00:00:00,23:58:00
5,car,10.975506109452432,-74.83200877904892,00:00:00,23:58:00
6,walking,10.979356350893475,-74.8392990231514,00:00:00,23:58:00
7,motorcycle,10.985766660705444,-74.80336278676987,00:00:00,23:19:00
8,motorcycle,11.013232899188033,-74.83530789613724,00:00:00,17:24:05
9,bicycle,10.98099631548356,-74.82204169034958,00:00:00,23:58:00
10,motorcycle,10.994382177926036,-74.811672270298,00:00:00,23:58:00
11,motorcycle,10.98752322246886,-74.79722052812576,00:00:00,23:58:00
12,motorcycle,10.987918638969724,-74.80580896139145,00:00:00,21:57:02
13,bicycle,10.963113857704428,-74.80367928743362,00:00:00,20:00:11
14,motorcycle,10.963567572791952,-74.82104927301407,00:00:00,18:15:04
15,motorcycle,10.97462402648899,-74.81564193964005,00:00:00,18:37:06
16,motorcycle,10.9182822445592,-74.80319112539291,00:00:00,21:46:04
17,motorcycle,10.99396141421358,-74.84274297952652,00:00:00,22:06:03
18,motorcycle,10.941480012609468,-74.82764214277267,00:00:00,23:58:00
19,motorcycle,11.005580576007992,-74.81706887483597,00:00:00,23:58:00
20,bicycle,10.994321344618209,-74.81158643960953,00:00:00,23:58:00
21,bicycle,11.023130985315255,-74.80661898851395,00:00:00,23:03:01
22,bicycle,10.989857700656607,-74.80007976293564,00:00:00,00:02:00
23,bicycle,10.994257976589225,-74.81169909238815,00:00:00,23:58:00
24,motorcycle,11.006016548047398,-74.79542344808578,00:00:00,23:58:00
25,walking,11.008789532995714,-74.83749657869339,00:00:00,23:58:00
26,motorcycle,11.003139639531549,-74.81842070817947,00:00:00,23:58:00
27,car,10.99464832364776,-74.82509404420853,00:00:00,23:58:00
28,motorcycle,11.005722520392917,-74.81695085763931,00:00:00,21:27:04
29,motorcycle,11.011623351251856,-74.80647951364517,00:00:00,23:58:00
30,motorcycle,11.012938871533557,-74.80998247861862,00:00:00,17:13:04
31,bicycle,10.94588282326324,-74.8028102517128,00:00:00,22:34:01
32,bicycle,10.914477628099029,-74.78604108095169,00:00:00,23:58:00
33,motorcycle,10.993588810203155,-74.81030434370041,00:00:00,23:58:00
34,car,10.917037696469968,-74.82087761163712,00:00:00,19:52:13
35,motorcycle,11.011696858165472,-74.80649024248123,00:00:00,23:58:00
36,motorcycle,11.017582480697463,-74.81353908777237,00:00:00,23:58:00
37,bicycle,11.00144898051827,-74.81889814138412,00:00:00,21:49:02
38,bicycle,10.975746907962574,-74.79900151491165,00:00:00,23:58:00
39,motorcycle,11.004939291554685,-74.80822294950485,00:00:00,23:54:01
40,motorcycle,10.961770455489976,-74.84108537435532,00:00:00,23:58:00
41,motorcycle,11.003306931128066,-74.81058865785599,00:00:00,23:51:00
42,motorcycle,10.99354825466461,-74.81018632650375,00:00:00,23:18:01
43,car,11.015790432837813,-74.82652634382248,00:00:00,23:58:00
44,motorcycle,10.992825859134191,-74.80904370546341,00:00:00,17:24:05
45,motorcycle,10.912827524624298,-74.8114201426506,00:00:00,22:34:01
46,motorcycle,11.005035610958736,-74.80809956789017,00:00:00,23:58:00
47,motorcycle,10.957040665806652,-74.82459515333176,00:00:00,23:50:01
48,motorcycle,11.015050294259282,-74.81782525777817,00:00:00,23:58:00
49,bicycle,10.9999509603131,-74.82130140066147,00:00:00,21:01:07
50,motorcycle,11.01997779219304,-74.8067906498909,00:00:00,20:18:07
51,motorcycle,11.000924293238292,-74.8056373000145,00:00:00,23:58:00
52,walking,10.994336552945164,-74.81203705072403,00:00:00,23:54:01
53,car,10.886365035720807,-74.80995029211044,00:00:00,00:02:00
54,motorcycle,10.955692194149885,-74.79843825101852,00:00:00,23:58:00
