courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,motorcycle,4.825012820479948,-75.70992797613144,00:15:00,02:38:00
2,motorcycle,4.837656009622727,-75.66809624433517,00:15:00,15:31:01
3,motorcycle,4.790315022529761,-75.72411686182022,00:15:00,22:22:00
4,motorcycle,4.81122393737315,-75.70356041193008,00:15:00,23:48:00
5,motorcycle,4.811198590161553,-75.70356577634811,00:15:00,23:48:00
6,motorcycle,4.837263127843038,-75.66389590501785,00:15:00,19:46:01
7,motorcycle,4.8188711911108655,-75.71257799863815,00:15:00,23:48:00
8,motorcycle,4.817248969568894,-75.69481641054153,00:15:00,02:48:00
9,motorcycle,4.811216333209664,-75.69195181131363,00:15:00,21:45:00
10,motorcycle,4.807589147230651,-75.68614214658737,00:15:00,22:30:01
11,motorcycle,4.8078400846254326,-75.69835692644119,00:15:00,23:45:00
12,motorcycle,4.811261958190535,-75.70308834314346,00:15:00,23:48:00
13,motorcycle,4.823844314025493,-75.67199617624283,00:15:00,23:48:00
14,bicycle,4.8241763624973615,-75.67445307970047,00:15:00,22:47:00
15,motorcycle,4.807495362547762,-75.72145074605942,00:15:00,22:22:00
16,motorcycle,4.811244215142416,-75.70357114076614,00:15:00,23:48:00
17,motorcycle,4.836791669707402,-75.76416224241257,00:15:00,19:06:01
18,motorcycle,4.797734151363137,-75.7237520813942,00:15:00,21:09:00
19,motorcycle,4.838578648124731,-75.67772537469864,00:15:00,00:29:00
20,car,4.800562900176963,-75.74247390031815,00:15:00,23:48:00
21,motorcycle,4.811211263767348,-75.69193035364151,00:15:00,23:46:00
22,motorcycle,4.811325326219517,-75.69220930337906,00:15:00,22:57:00
23,motorcycle,4.806674112892132,-75.68355649709702,00:15:00,23:48:00
24,motorcycle,4.815591261930685,-75.67872852087021,00:15:00,22:47:00
25,motorcycle,4.816088067277917,-75.67467838525772,00:15:00,00:29:00
26,motorcycle,4.813639526637992,-75.70710629224777,00:15:00,01:17:00
27,motorcycle,4.817107025183965,-75.69345921278,00:20:00,23:48:00
28,motorcycle,4.817867441531767,-75.70283621549606,01:14:00,18:23:01
29,motorcycle,4.834535767875586,-75.69326609373093,07:23:00,18:16:01
30,car,4.824166223612728,-75.72479814291,07:23:00,23:48:00
31,motorcycle,4.8196594893914195,-75.67368596792221,07:23:00,21:08:00
32,motorcycle,4.806816057277054,-75.75901240110397,07:23:00,17:28:02
33,motorcycle,4.804866856705523,-75.729298889637,07:23:00,21:16:01
34,bicycle,4.808202549751208,-75.69737523794174,07:23:00,15:24:02
35,walking,4.811766367701246,-75.70428997278214,07:23:00,21:00:01
36,motorcycle,4.80934570899408,-75.76141029596329,07:23:00,16:07:00
37,motorcycle,4.809168278512921,-75.68388909101486,07:23:00,21:12:00
38,motorcycle,4.812600290962671,-75.7101908326149,07:23:00,21:01:00
39,motorcycle,4.8034195309235415,-75.73757618665695,07:23:00,18:28:01
40,motorcycle,4.821106815173408,-75.67570835351944,07:23:00,19:33:01
41,motorcycle,4.811705534393418,-75.68598657846451,07:23:00,19:05:01
42,motorcycle,4.8091327924166904,-75.72568327188492,07:23:00,21:02:01
43,motorcycle,4.823514800274779,-75.67025274038315,07:23:00,18:55:01
44,motorcycle,4.808537132944245,-75.6939634680748,07:42:00,22:06:00
45,motorcycle,4.816265497759069,-75.67947953939438,07:42:00,20:05:01
46,motorcycle,4.817274316780491,-75.68084210157394,07:42:00,13:44:01
47,bicycle,4.800078768435533,-75.66439479589462,07:42:00,22:08:00
48,walking,4.8076499805384785,-75.68664103746414,07:42:00,21:04:01
49,motorcycle,4.797308318208373,-75.74670642614365,07:42:00,21:37:01
50,motorcycle,4.841420070544352,-75.66220611333847,07:55:00,20:42:02
51,motorcycle,4.80284414922037,-75.80043107271194,07:55:00,21:50:01
52,motorcycle,4.8199737948151835,-75.70612996816635,07:55:00,19:00:01
53,bicycle,4.825608479952393,-75.73789805173874,07:55:00,19:23:02
54,motorcycle,4.824163688891566,-75.72477668523788,07:55:00,16:48:01
55,motorcycle,4.814057755629285,-75.68879753351212,07:55:00,18:33:01
56,motorcycle,4.811021159680401,-75.69318562746048,07:59:00,09:56:00
57,motorcycle,4.798671998192098,-75.69580882787704,08:02:00,20:48:01
58,car,4.786033878491629,-75.73651403188705,08:05:00,18:56:01
59,motorcycle,4.8128537630786,-75.70045977830887,08:06:00,15:58:00
60,bicycle,4.8065752587669195,-75.74738770723343,08:13:00,23:48:00
61,motorcycle,4.809168278512921,-75.68389445543289,08:13:00,18:35:01
62,car,4.793904187691382,-75.7178083062172,08:13:00,21:17:01
63,motorcycle,4.801067309687674,-75.7038876414299,08:21:00,18:24:01
64,motorcycle,4.801204184630272,-75.70390373468399,08:21:00,12:18:01
65,motorcycle,4.821319731750798,-75.72513610124588,08:39:00,23:10:00
66,motorcycle,4.791546897013198,-75.73303788900375,08:40:00,12:27:01
67,motorcycle,4.808552341271202,-75.68918913602829,08:41:00,09:18:00
68,motorcycle,4.810643486227654,-75.69780975580215,08:46:01,22:30:01
69,motorcycle,4.815302303718518,-75.71197718381882,08:46:01,13:06:02
70,motorcycle,4.805650085543753,-75.7402154803276,08:46:01,22:47:00
71,motorcycle,4.855039127333477,-75.66339701414108,08:49:00,08:50:00
72,motorcycle,4.840122293310763,-75.66650301218033,08:56:00,20:03:02
73,motorcycle,4.825854347904844,-75.67576736211777,08:56:00,21:03:02
74,motorcycle,4.8270608751766915,-75.6781867146492,08:56:00,16:02:01
75,bicycle,4.846251249074051,-75.66495805978775,09:01:00,16:30:01
76,walking,4.806554980997639,-75.6843289732933,09:10:00,17:42:01
77,motorcycle,4.797962276267484,-75.713270008564,09:10:00,18:44:02
78,motorcycle,4.811860152384135,-75.75925916433334,09:10:00,18:31:01
79,motorcycle,4.833255733690116,-75.68727940320969,09:14:00,19:22:01
80,motorcycle,4.828941638276923,-75.66574662923813,09:15:00,09:16:00
81,motorcycle,4.815233866247219,-75.69908112287521,09:17:00,16:30:01
82,motorcycle,4.833281080901713,-75.68725258111954,09:18:00,19:42:01
83,motorcycle,4.804134322290473,-75.73232978582382,09:18:00,21:54:00
84,motorcycle,4.835975489494089,-75.66577345132828,09:18:00,21:30:00
85,motorcycle,4.808433209376709,-75.71354895830154,09:19:00,17:20:01
86,motorcycle,4.808828625877574,-75.68374425172806,09:27:00,21:47:01
87,motorcycle,4.84025156408989,-75.66976994276047,09:27:00,22:23:00
88,motorcycle,4.8024107119021195,-75.7369002699852,09:27:00,23:03:00
89,motorcycle,4.809168278512921,-75.68389445543289,09:32:00,19:21:00
90,motorcycle,4.81081584726649,-75.75871735811234,09:32:00,20:27:01
91,motorcycle,4.810755013958662,-75.80066710710526,09:32:00,18:45:02
92,motorcycle,4.832518129832756,-75.68783730268478,09:35:00,22:57:00
93,motorcycle,4.814065359792764,-75.66017836332321,09:35:00,16:07:00
94,motorcycle,4.808580223203954,-75.7090374827385,09:45:00,19:31:01
95,motorcycle,4.787947592966937,-75.67034929990768,09:46:00,21:52:00
96,motorcycle,4.8125039715586055,-75.77323347330093,09:55:00,20:47:00
97,motorcycle,4.83518465649238,-75.69360941648483,09:55:00,18:35:01
98,motorcycle,4.808897063348873,-75.68447381258011,09:55:00,21:21:01
99,motorcycle,4.796722797620568,-75.74792414903641,10:01:00,12:50:02
100,motorcycle,4.838573578682407,-75.66943198442459,10:01:00,21:06:00
101,walking,4.837975384488807,-75.66830545663834,10:01:00,23:48:00
102,motorcycle,4.859474889362325,-75.66227585077286,10:01:00,21:39:01
103,motorcycle,4.8108589375261985,-75.6811049580574,10:01:00,21:29:00
104,motorcycle,4.815758553527203,-75.68705409765244,10:03:00,18:56:01
105,bicycle,4.8296184088264695,-75.67739814519882,10:04:00,19:59:01
106,motorcycle,4.80240564245981,-75.69984823465347,10:07:00,11:40:01
107,motorcycle,4.838951252135153,-75.66322535276413,10:10:00,22:45:00
108,motorcycle,4.800517275196093,-75.70586174726486,10:10:00,19:41:03
109,motorcycle,4.809931229581885,-75.68273037672043,10:10:00,19:52:01
110,motorcycle,4.820726606999507,-75.70000380277634,10:10:00,22:59:00
111,motorcycle,4.832492782621159,-75.68785339593887,10:12:00,22:57:00
112,motorcycle,4.773775966965069,-75.6351587176323,10:12:00,18:39:01
113,motorcycle,4.812501436837451,-75.6827786564827,10:12:00,21:47:01
114,motorcycle,4.837022329332896,-75.6827250123024,10:15:00,22:08:00
115,motorcycle,4.797617554189813,-75.69743424654007,10:15:00,12:40:01
116,motorcycle,4.807257098758775,-75.69249361753464,10:15:00,21:16:01
117,motorcycle,4.83416823330748,-75.68350285291672,10:16:00,22:02:00
118,motorcycle,4.832330560466964,-75.6881108880043,10:16:00,18:08:01
119,motorcycle,4.806775501738507,-75.68423241376877,10:21:00,22:37:00
120,motorcycle,4.800626268205953,-75.70561498403549,10:26:00,16:33:01
121,motorcycle,4.808924945281625,-75.73722749948502,10:26:00,22:30:01
122,motorcycle,4.789962696288605,-75.7327052950859,10:29:00,20:33:01
123,motorcycle,4.796509881043185,-75.74615925550461,10:29:00,11:10:00
124,motorcycle,4.804240780579171,-75.70617288351059,10:29:00,12:05:01
125,motorcycle,4.846945762671709,-75.66808551549911,10:29:00,20:34:01
126,motorcycle,4.830644970895996,-75.6641212105751,10:33:00,13:24:02
127,motorcycle,4.804491717973939,-75.74037104845047,10:33:00,23:03:00
128,motorcycle,4.806823661440532,-75.68348675966263,10:33:00,23:48:00
129,motorcycle,4.8128537630786,-75.69387763738632,10:33:00,21:10:00
130,motorcycle,4.8483221162612296,-75.66701263189316,10:33:00,13:45:01
131,motorcycle,4.803972100136271,-75.73793560266495,10:33:00,22:06:00
132,motorcycle,4.80254505212357,-75.72529703378677,10:33:00,18:34:00
133,motorcycle,4.8003677266477,-75.71981996297836,10:38:00,21:51:01
134,motorcycle,4.808691750934962,-75.69060534238815,10:38:00,19:02:02
135,motorcycle,4.804851648378566,-75.74296206235886,10:38:00,19:45:01
136,motorcycle,4.812917131107582,-75.69371670484543,10:38:00,20:31:01
137,motorcycle,4.810384944669401,-75.69044977426529,10:38:00,14:59:02
138,motorcycle,4.809951507351151,-75.68268746137619,10:39:00,12:46:01
139,motorcycle,4.806456126872426,-75.68192571401596,10:41:01,14:54:01
140,motorcycle,4.808359702463086,-75.68952172994614,10:43:00,13:05:01
141,motorcycle,4.819687371324179,-75.69272428750992,10:50:00,21:21:01
142,motorcycle,4.7986973454036885,-75.69579809904099,10:50:00,20:58:01
143,motorcycle,4.80607338397737,-75.6860938668251,10:50:00,15:26:01
144,motorcycle,4.803520919769916,-75.69713920354843,10:50:00,19:57:01
145,motorcycle,4.806973209988932,-75.68557888269424,10:50:00,15:31:01
146,motorcycle,4.845176527302492,-75.66537111997604,10:50:00,21:19:00
147,motorcycle,4.818141191416977,-75.70667177438736,10:50:00,18:42:01
148,motorcycle,4.809928694860723,-75.68263381719589,10:50:00,23:45:00
149,motorcycle,4.80994390318768,-75.68263918161392,10:50:00,21:04:01
150,motorcycle,4.80673494619996,-75.68354040384293,10:55:00,22:14:00
151,motorcycle,4.806681717055611,-75.684275329113,10:55:00,20:59:00
152,motorcycle,4.815003206621718,-75.69072872400284,10:55:00,22:37:00
