courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,bicycle,4.728300534645371,-74.0373882651329,00:00:01,00:18:01
2,motorcycle,4.561569111505214,-74.08101171255112,00:00:01,09:02:06
3,bicycle,4.720123524185347,-74.06872719526291,00:00:01,23:39:02
4,bicycle,4.672222363716152,-74.07829731702805,00:00:01,21:05:05
5,bicycle,4.72932202727258,-74.09551173448563,00:00:01,08:22:04
6,bicycle,4.631071165694287,-74.0647092461586,00:00:01,09:02:06
7,bicycle,4.712879291111953,-74.10302191972733,00:00:01,23:58:01
8,motorcycle,4.744279416833841,-74.04200166463852,00:00:01,00:40:01
9,car,4.603072635768235,-74.22347456216812,00:00:01,14:32:10
10,bicycle,4.668341705621209,-74.11735564470291,00:00:01,23:58:01
11,bicycle,4.701860858232301,-74.04931336641312,00:00:01,00:39:01
12,motorcycle,4.587788267177416,-74.2268916964531,00:00:01,21:13:05
13,bicycle,4.6841330184438945,-74.10201340913773,00:00:01,02:02:01
14,motorcycle,4.7415089666066805,-74.04104143381119,00:00:01,23:58:01
15,motorcycle,4.737547197434644,-74.08490091562271,00:00:01,23:58:01
16,motorcycle,4.685428260956307,-74.04793471097946,00:00:01,23:58:01
17,bicycle,4.739356988342408,-74.03070420026779,00:00:01,00:17:01
18,bicycle,4.641435640514821,-74.06296581029892,00:00:01,23:58:01
19,bicycle,4.679583193962877,-74.05441492795944,00:00:01,23:58:01
20,motorcycle,4.624217279679435,-74.0719136595726,00:00:01,00:41:01
21,bicycle,4.695896659344378,-74.04341787099838,00:00:01,23:58:01
22,bicycle,4.726987549084832,-74.10374611616135,00:00:01,09:02:06
23,car,4.720488524032284,-74.03870791196823,00:00:01,07:59:04
24,motorcycle,4.616656206461123,-74.06826585531235,00:00:01,23:13:01
25,motorcycle,4.663872992217293,-74.05718296766281,00:00:01,23:58:01
26,bicycle,4.57433650198481,-74.2415902018547,00:00:01,23:58:01
27,motorcycle,4.658783272129341,-74.05755311250687,00:00:01,23:58:01
28,walking,4.589187433257372,-74.22553449869156,00:00:01,10:14:05
29,car,4.610935340804495,-74.06994491815567,00:00:01,00:35:01
30,motorcycle,4.732292720471328,-74.04525250196457,00:00:01,00:07:01
31,motorcycle,4.60222857362217,-74.11132603883743,00:00:01,22:04:03
32,motorcycle,4.7276491113074215,-74.07542735338211,00:00:01,22:38:02
