order_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
1,7.105727003894,-73.106638442322,7.1049199,-73.121742,00:04:19,00:05:36,00:35:36,00:34:19
2,7.073233,-73.10216,7.061286148092,-73.105246201158,00:05:35,00:06:59,00:27:59,00:41:35
3,7.073233,-73.10216,7.080586263202,-73.108649589121,00:13:17,00:14:37,00:35:37,00:47:17
4,7.073233,-73.10216,7.07847,-73.109297,00:36:02,00:37:21,00:59:21,01:06:02
5,7.073233,-73.10216,7.057939,-73.082691,00:56:03,00:57:41,01:23:41,01:32:03
6,7.105847,-73.106591,7.121456,-73.108407,00:57:15,00:58:12,01:21:12,01:35:15
7,7.115105,-73.108987,7.0711181,-73.1144903,01:54:18,01:56:23,02:01:23,02:24:18
8,7.095631,-73.107546,7.111228202228,-73.102675731256,02:07:53,02:09:06,02:14:06,02:37:53
9,7.075092,-73.10871,7.0706709,-73.1160707,02:16:08,02:17:29,02:27:29,02:46:08
10,7.075092,-73.10871,7.067991,-73.108029,04:09:48,04:10:56,04:25:56,04:39:48
11,7.070663,-73.104642,7.073409,-73.101473,04:49:21,04:51:15,05:06:15,05:19:21
12,7.118402,-73.111466,7.1215093,-73.1082664,06:20:12,06:21:28,06:44:28,06:50:12
13,7.118402,-73.111466,7.121476,-73.119602,07:02:14,07:03:31,07:21:31,07:32:14
14,7.120114,-73.112486,7.1168818,-73.1063446,07:03:08,07:04:14,07:36:14,07:38:08
15,7.121167,-73.111706,7.131948,-73.117288,07:19:08,07:20:14,07:54:14,07:49:08
16,7.119952,-73.109382,7.109280966155,-73.111897217111,07:19:21,07:20:47,07:45:47,07:47:21
17,7.119952,-73.109382,7.119887,-73.108189,07:27:52,07:29:11,07:49:11,07:52:52
18,7.071194,-73.106761,7.064367579376,-73.077964112163,07:40:30,07:42:42,07:52:42,08:06:30
19,7.120114,-73.112486,7.117437,-73.107851,07:49:02,07:50:35,08:22:35,08:24:02
20,7.108292014586,-73.106300615777,7.120837,-73.106428,07:51:16,07:52:24,07:57:24,08:16:16
21,7.108292014586,-73.106300615777,7.114719,-73.106635,07:52:15,07:53:05,07:58:05,08:11:15
22,7.121167,-73.111706,7.1152066,-73.1073518,08:00:08,08:01:15,08:36:15,08:30:08
23,7.119952,-73.109382,7.115931666937,-73.108677752316,08:00:26,08:01:16,08:16:16,08:25:26
24,7.121167,-73.111706,7.121003,-73.108427,08:01:57,08:03:02,08:38:02,08:31:57
25,7.118378,-73.116345,7.126447,-73.123646,08:02:04,08:03:25,08:18:25,08:32:04
26,7.119747,-73.109099,7.1213452,-73.1184735,08:03:39,08:04:16,08:14:16,08:26:39
27,7.114228,-73.109124,7.126815,-73.127606,08:03:49,08:06:22,08:46:22,08:33:49
28,7.120858,-73.121082,7.129144,-73.1172,08:03:55,08:04:53,08:17:53,08:27:55
29,7.118378,-73.116345,7.1198941,-73.1183557,08:04:47,08:06:39,08:21:39,08:34:47
30,7.120114,-73.112486,7.1125681,-73.1163275,08:06:25,08:07:36,08:35:36,08:41:25
31,7.118378,-73.116345,7.1118348,-73.1131054,08:10:28,08:11:52,08:26:52,08:40:28
32,7.118378,-73.116345,7.114659,-73.113667,08:14:34,08:16:25,08:31:25,08:44:34
33,7.119747,-73.109099,7.117589700935,-73.117841063036,08:15:44,08:16:17,08:26:17,08:38:44
34,7.069060663755,-73.104941698566,7.0722773,-73.1054055,08:18:02,08:19:24,08:48:24,08:33:02
35,7.120114,-73.112486,7.12152,-73.120888,08:18:38,08:20:00,08:53:00,08:53:38
36,7.118378,-73.116345,7.0848517,-73.1166965,08:21:17,08:22:30,08:42:30,08:51:17
37,7.118378,-73.116345,7.1110403,-73.109237,08:21:35,08:23:03,08:43:03,08:51:35
38,7.118378,-73.116345,7.1261909,-73.1175815,08:27:44,08:29:41,08:54:41,08:57:44
39,7.118378,-73.116345,7.108066,-73.112061,08:30:53,08:33:05,08:58:05,09:00:53
40,7.069060663755,-73.104941698566,7.09892172257,-73.106463253498,08:33:39,08:35:55,09:10:55,09:01:39
41,7.118037680773,-73.111155341105,7.124148,-73.10663,08:34:35,08:35:50,08:57:50,09:04:35
42,7.069060663755,-73.104941698566,7.0582534,-73.0823378,08:41:51,08:43:00,09:23:00,08:56:51
43,7.120114,-73.112486,7.117421,-73.10539,08:44:16,08:45:32,09:13:32,09:19:16
44,7.099115578384,-73.108786627231,7.1375212,-73.1146915,08:46:35,08:47:50,08:53:50,09:16:35
45,7.068763856316,-73.106586576956,7.0609228,-73.0953133,08:51:37,08:52:41,09:32:41,09:19:37
46,7.120705,-73.123454,7.13063183398,-73.115114048123,08:52:53,08:54:01,09:26:01,09:22:53
47,7.119747,-73.109099,7.113612,-73.107601,08:56:29,08:57:03,09:07:03,09:19:29
48,7.069060663755,-73.104941698566,7.0691585,-73.1138724,08:56:39,08:57:52,09:38:52,09:11:39
49,7.118833,-73.112102,7.11693,-73.108533,08:57:02,08:59:22,09:24:22,09:27:02
51,7.099928844348,-73.107697958336,7.0836711,-73.1716997,09:00:00,08:24:38,09:44:38,09:30:00
52,7.121488,-73.112818,7.120216,-73.115666,09:00:00,08:25:53,08:30:53,09:30:00
50,7.1232676044,-73.125240509557,7.125959610019,-73.116470240057,09:00:00,08:18:06,08:28:06,09:30:00
53,7.113392004082,-73.123147543655,7.082439172878,-73.117895834148,09:00:00,07:06:16,09:06:16,09:30:00
55,7.113392004082,-73.123147543655,7.0634621,-73.0991633,09:00:00,07:06:37,09:06:37,09:30:00
54,7.113392004082,-73.123147543655,7.122779449703,-73.110931143165,09:00:00,07:06:28,09:06:28,09:30:00
56,7.118378,-73.116345,7.110446,-73.108772,09:00:52,09:02:05,09:27:05,09:30:52
57,7.118378,-73.116345,7.098864,-73.104874,09:01:11,09:02:10,09:22:10,09:31:11
58,7.069060663755,-73.104941698566,7.0730857,-73.1144707,09:01:12,09:02:35,09:46:35,09:16:12
59,7.115863,-73.120484,7.1304812,-73.117496863158,09:04:56,09:08:14,09:23:14,09:34:56
60,7.113606568746,-73.109384630966,7.1197874,-73.1184067,09:05:18,09:06:51,09:36:51,09:35:18
61,7.120858,-73.121082,7.1350457,-73.1201474,09:05:41,09:07:20,09:20:20,09:29:41
62,7.085249,-73.114293,7.102070441269,-73.12989000231,09:14:05,09:15:21,09:35:21,09:59:05
63,7.120114,-73.112486,7.115116,-73.11438,09:16:03,09:16:55,09:48:55,09:51:03
64,7.121167,-73.111706,7.137598828481,-73.129847757518,09:16:44,09:17:52,09:51:52,09:46:44
65,7.119747,-73.109099,7.127044,-73.105985,09:20:34,09:21:10,09:31:10,09:43:34
66,7.118037680773,-73.111155341105,7.113607,-73.1162274,09:21:12,09:22:01,09:40:01,09:51:12
67,7.129471746323,-73.121995558549,7.1305453,-73.1066128,09:25:00,09:26:34,09:43:34,09:44:00
68,7.120008984577,-73.115487842922,7.127392,-73.120195,09:25:05,09:25:45,09:40:45,09:55:05
69,7.1147535,-73.1089704,7.10717,-73.104538,09:30:26,09:32:40,09:37:40,10:00:26
70,7.118378,-73.116345,7.1124857,-73.1164856,09:32:28,09:34:20,09:59:20,10:02:28
71,7.120705,-73.123454,7.116599,-73.1129856,09:32:38,09:33:45,10:03:45,10:02:38
72,7.085665522093,-73.113577775116,7.0839514,-73.1143589,09:32:44,09:34:34,09:56:34,09:57:44
73,7.111322,-73.107944,7.097619842195,-73.115573041141,09:32:55,09:34:10,09:57:10,10:02:55
74,7.068763856316,-73.106586576956,7.058647894706,-73.11084629172,09:33:42,09:34:46,10:09:46,10:11:42
75,7.068763856316,-73.106586576956,7.082197286906,-73.117604143918,09:39:37,09:40:46,10:05:46,10:20:37
76,7.118378,-73.116345,7.130678,-73.115136,09:41:51,09:43:46,09:58:46,10:11:51
77,7.111322,-73.107944,7.136904529088,-73.123599551618,09:43:36,09:44:37,10:14:37,10:13:36
78,7.101651404448,-73.122924297536,7.0841084,-73.156691,09:45:54,09:47:17,10:11:17,10:15:54
79,7.0900587,-73.1070363,7.0709167,-73.0992525,09:47:47,09:49:23,10:04:23,10:18:47
80,7.118378,-73.116345,7.1151549,-73.1336485,09:47:56,09:50:06,10:10:06,10:17:56
81,7.111732114822,-73.112299148132,7.09833,-73.1090425,09:48:39,09:49:41,10:15:41,10:18:39
82,7.120114,-73.112486,7.139024,-73.120857,09:49:04,09:50:35,10:32:35,10:24:04
83,7.123557,-73.110554,7.1228504,-73.1093692,09:50:30,09:51:07,10:01:07,10:07:30
84,7.123504904544,-73.115192315653,7.121603,-73.107805,09:51:53,09:53:50,10:00:50,10:02:53
85,7.118378,-73.116345,7.110446,-73.108772,09:53:21,09:55:26,10:20:26,10:23:21
86,7.118402,-73.111466,7.097176,-73.108966,09:56:31,09:58:18,10:11:18,10:26:31
87,7.12313,-73.110625,7.1168818,-73.1063446,09:59:35,10:00:30,10:27:30,10:29:35
96,7.099928844348,-73.107697958336,7.092291475666,-73.10994284906,10:00:00,09:09:36,10:49:36,10:30:00
91,7.0713701,-73.1048971,7.098953329638,-73.132042810321,10:00:00,09:51:28,10:01:28,10:30:00
88,7.099928844348,-73.107697958336,7.029438832461,-73.06797388941,10:00:00,09:06:09,10:26:09,10:30:00
89,7.095889,-73.108333,7.110932826996,-73.103248596191,10:00:00,09:47:35,09:52:35,10:30:00
90,7.0713701,-73.1048971,7.1363041,-73.119058,10:00:00,09:43:04,09:53:04,10:30:00
93,7.107667874525,-73.109569317791,7.069729839721,-73.100872524083,10:00:00,09:08:40,09:13:40,10:30:00
92,7.069055670907,-73.10705939356,7.116969,-73.106789,10:00:00,09:20:01,09:30:01,10:30:00
97,7.0713701,-73.1048971,7.058535,-73.0805,10:00:00,09:40:41,09:50:41,10:30:00
95,7.069055670907,-73.10705939356,7.120337,-73.10825,10:00:00,09:04:14,09:14:14,10:30:00
94,7.099928844348,-73.107697958336,7.098965,-73.10639,10:00:00,09:10:47,10:50:47,10:30:00
98,7.120114,-73.112486,7.099778,-73.100478,10:00:24,10:01:24,10:33:24,10:43:24
99,7.12005700964,-73.110159664724,7.111292,-73.119934,10:00:41,10:02:44,10:17:44,10:30:41
100,7.119747,-73.109099,7.120246,-73.107413,10:00:47,10:01:22,10:11:22,10:23:47
101,7.123557,-73.110554,7.1208019,-73.1064964,10:01:14,10:01:55,10:11:55,10:18:14
102,7.111322,-73.107944,7.1281282,-73.1261701,10:03:37,10:04:27,10:34:27,10:33:37
103,7.119708,-73.114211,7.130678,-73.115136,10:05:36,10:12:26,10:17:26,10:35:36
104,7.088049377455,-73.109481190491,7.091228,-73.109878,10:12:01,10:13:08,10:38:08,10:33:01
105,7.120114,-73.112486,7.121336243822,-73.121255971491,10:12:46,10:13:41,10:45:41,10:47:46
106,7.115156785172,-73.108800795371,7.1148233,-73.1105466,10:13:35,10:14:27,10:30:27,10:43:35
107,7.130732,-73.112602,7.120033,-73.1106068,10:14:05,10:15:25,10:26:25,10:43:05
