courier_id,vehicle,on_lat,on_lng,on_time,off_time
1,motorcycle,7.1165350887438095,-73.10049802064896,00:00:01,23:58:00
2,motorcycle,7.073117850005488,-73.10221463441849,00:00:01,22:30:01
3,bicycle,7.097078569124719,-73.11394661664963,00:00:01,23:58:00
4,motorcycle,7.068856983736644,-73.08589607477188,00:00:01,18:46:03
5,motorcycle,6.968732963221591,-73.04217606782913,00:00:01,20:10:02
6,motorcycle,7.087106976083881,-73.11028271913528,00:00:01,23:17:01
7,motorcycle,7.133882720358322,-73.11786264181137,00:00:01,23:58:00
8,motorcycle,7.175799404170313,-73.13235729932785,00:00:01,22:32:01
9,walking,7.1174856091785585,-73.11227828264236,00:00:01,22:18:01
10,motorcycle,7.0692219835835814,-73.10537964105606,00:00:01,23:58:00
11,motorcycle,7.128600361462254,-73.10689777135849,00:00:01,22:25:01
12,walking,7.080466006646411,-73.10786336660385,00:00:01,23:56:00
13,motorcycle,7.092612390441964,-73.10600727796555,00:00:01,23:49:00
14,motorcycle,7.128975500193839,-73.12450379133224,00:00:01,23:39:00
15,motorcycle,7.091469231199106,-73.11242312192917,00:00:01,21:06:02
16,motorcycle,7.056735947152681,-73.0839005112648,00:00:01,23:58:00
17,motorcycle,7.106122454221243,-73.11703652143478,00:00:01,23:43:00
18,motorcycle,7.177621868683879,-73.13651472330093,00:00:01,21:57:01
19,bicycle,7.071460142367279,-73.11430603265762,00:00:01,21:53:01
20,motorcycle,7.118590747604024,-73.11571687459946,00:00:01,23:58:00
21,motorcycle,7.10767877301307,-73.11518579721451,00:00:01,23:58:00
22,motorcycle,7.068535074149402,-73.08781653642654,00:00:01,21:52:01
23,motorcycle,7.068390595043319,-73.10439795255661,00:00:01,23:41:00
24,motorcycle,7.063724173388984,-73.09546619653702,00:00:01,14:51:01
25,motorcycle,6.995175174355815,-73.057099878788,00:00:01,21:06:02
26,motorcycle,7.072631183542896,-73.15095573663712,00:00:01,23:58:00
27,motorcycle,7.080017361001204,-73.08531135320663,00:00:01,20:48:02
28,bicycle,7.099554991697396,-73.12443941831589,00:00:01,23:58:00
29,motorcycle,7.091241106294767,-73.13383787870407,00:00:01,04:19:00
30,motorcycle,7.1007944703443115,-73.17168921232224,00:00:01,17:51:02
31,motorcycle,7.0731001069573765,-73.10207515954971,00:00:01,23:58:00
32,motorcycle,7.129150395953836,-73.12460035085678,00:00:01,23:53:00
33,motorcycle,7.127530709133019,-73.12132269144058,00:00:01,17:56:02
34,walking,6.989477121189623,-73.05816203355789,00:00:01,23:58:00
35,bicycle,7.117353803678277,-73.11486929655075,00:00:01,23:58:00
36,motorcycle,7.072524725254205,-73.10246676206589,00:00:01,23:22:00
37,motorcycle,7.068684622697809,-73.10482174158096,00:00:01,23:39:00
38,motorcycle,7.128975500193839,-73.12448769807816,00:00:01,23:58:00
39,motorcycle,7.07938875015369,-73.10174256563187,00:00:01,21:18:01
40,motorcycle,7.091165064659982,-73.11241239309311,00:00:01,18:35:02
41,motorcycle,7.072400523917395,-73.10504168272018,00:00:01,23:43:00
42,motorcycle,7.077720903630848,-73.12374740839005,00:00:01,19:05:03
43,bicycle,7.0759694113097495,-73.11976701021194,00:00:01,08:52:00
44,motorcycle,7.113141097111445,-73.13195496797562,00:00:01,03:20:00
45,bicycle,7.071746565858284,-73.15753787755966,00:00:01,00:02:00
46,motorcycle,7.073911217728359,-73.09980064630508,00:00:01,23:35:00
47,motorcycle,7.068694761582442,-73.10463935136795,00:00:01,23:58:00
48,motorcycle,7.130734596678423,-73.11652153730392,00:00:01,23:58:00
49,motorcycle,7.08934766958874,-73.10380786657333,00:00:01,22:32:01
50,motorcycle,7.133505046905576,-73.11823278665543,00:00:01,22:06:01
51,motorcycle,7.0919787101521266,-73.10503631830215,00:00:01,23:58:00
52,bicycle,7.143887264774229,-73.12351137399673,00:00:01,23:58:00
53,motorcycle,7.136587267835331,-73.1045749783516,00:00:01,19:21:03
54,bicycle,7.13952500965901,-73.1137803196907,00:00:01,23:58:00
55,motorcycle,7.125051751839187,-73.11356574296951,00:00:01,23:58:00
56,bicycle,7.091099161909838,-73.1123748421669,00:00:01,18:35:02
57,motorcycle,7.079806979144983,-73.11410754919052,00:00:01,23:39:00
58,motorcycle,7.108043772860022,-73.11793237924576,00:00:01,23:58:00
59,bicycle,7.07860552131546,-73.16505879163742,00:00:01,10:54:01
60,motorcycle,7.0687733379383815,-73.10465008020401,00:00:01,22:45:01
61,motorcycle,7.137117024557632,-73.11859756708145,00:00:01,19:42:06
62,motorcycle,7.068758129611425,-73.10473591089249,00:00:01,23:58:00
63,motorcycle,7.063762194206369,-73.10950487852097,00:00:01,23:58:00
64,motorcycle,7.077213959398982,-73.17474156618118,00:00:01,23:58:00
65,motorcycle,7.1041403022746366,-73.12782436609268,00:00:01,23:58:00
66,motorcycle,7.079809513866145,-73.08798283338547,00:00:01,23:10:01
67,motorcycle,7.082503922458521,-73.12178939580917,00:00:01,00:58:00
68,motorcycle,7.0663780264428055,-73.0781552195549,00:00:01,09:44:00
69,motorcycle,7.114215818883011,-73.13501805067062,00:00:01,23:37:00
70,motorcycle,7.107296030118015,-73.12138170003891,00:00:01,23:14:01
71,motorcycle,7.133388449732244,-73.1212368607521,00:00:01,22:07:01
72,bicycle,7.123107620709966,-73.12288910150528,00:00:01,13:43:02
73,motorcycle,7.124886994963823,-73.11344236135483,00:00:01,23:58:00
74,motorcycle,7.088343920009642,-73.11588853597641,00:00:01,23:36:01
75,motorcycle,7.113498492794918,-73.13549011945724,00:00:01,20:04:03
76,motorcycle,7.067924206350007,-73.08167964220047,00:00:01,22:07:01
77,motorcycle,7.133702755156008,-73.11898916959763,00:00:01,23:22:00
78,motorcycle,7.064150006543748,-73.10135632753372,00:00:01,20:53:03
79,motorcycle,7.073087433351581,-73.0968126654625,00:00:01,23:43:00
80,motorcycle,7.087084163593445,-73.10776144266129,00:00:01,23:41:00
81,motorcycle,7.068423546418394,-73.10440868139267,00:00:01,23:58:00
82,bicycle,7.118674393402287,-73.11577051877975,00:00:01,23:58:00
83,motorcycle,7.108190786687267,-73.11780899763107,00:00:01,23:41:00
84,motorcycle,7.068687157418964,-73.1046661734581,00:00:01,23:58:00
85,motorcycle,7.058525460291172,-73.08745712041855,00:00:01,23:58:00
86,motorcycle,7.071237086905263,-73.10480564832687,00:00:01,23:58:00
87,motorcycle,7.076618299926537,-73.16476374864578,00:00:01,23:43:00
88,motorcycle,7.113265298448262,-73.10929030179977,00:00:01,23:58:00
89,motorcycle,7.0776017717363615,-73.10768097639084,00:00:01,23:58:00
90,motorcycle,7.117450123082328,-73.11227828264236,00:00:01,23:58:00
91,motorcycle,7.068753060169108,-73.10474127531052,00:00:01,23:55:00
92,motorcycle,7.114905263038345,-73.12687486410141,00:00:01,23:58:00
93,walking,7.081771388043471,-73.11824887990952,00:00:01,23:12:01
94,motorcycle,7.10714394684846,-73.13811331987381,00:00:01,23:58:00
95,motorcycle,7.11864904619069,-73.11588853597641,00:00:01,23:58:00
96,motorcycle,7.112910437485951,-73.10923665761948,00:00:01,23:39:00
97,motorcycle,7.0707047954618005,-73.09887796640396,00:02:00,23:49:00
98,motorcycle,7.061090598104421,-73.10929030179977,00:06:01,23:58:00
99,motorcycle,7.125003592137155,-73.11013787984848,00:06:01,23:58:00
100,motorcycle,7.070562851076879,-73.09854537248611,00:10:01,23:58:00
101,motorcycle,7.1313885547375335,-73.11521798372269,00:10:01,23:03:01
102,motorcycle,7.083474720662544,-73.12661737203598,00:10:01,23:58:00
103,motorcycle,7.133705289877163,-73.1189301609993,00:10:01,19:38:03
104,motorcycle,7.120423351002231,-73.10871094465256,00:10:01,23:58:00
105,motorcycle,7.125028939348745,-73.12443405389786,00:10:01,23:58:00
106,motorcycle,7.082653471006921,-73.12163382768631,00:10:01,23:58:00
107,motorcycle,7.062335146193661,-73.1602469086647,00:14:01,23:54:01
108,motorcycle,7.0277184593205675,-73.08473199605942,00:17:01,22:44:00
109,motorcycle,7.026065821124682,-73.08967262506485,00:17:01,23:58:00
110,motorcycle,7.08385239411529,-73.11987429857254,00:57:00,21:19:02
111,motorcycle,7.1341083105414995,-73.11884433031082,02:17:00,22:47:00
