order_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
1,4.670656,-74.097238,4.677759023747,-74.092611931264,00:02:22,00:03:16,00:18:16,00:32:22
2,4.644580450159,-74.061735537434,4.648538,-74.058684,00:03:04,00:03:56,00:33:56,00:33:04
3,4.738820476586,-74.083847577467,4.7160582,-74.1034662,00:03:12,00:04:14,00:09:14,01:03:12
4,4.644580450159,-74.061735537434,4.611798,-74.066588,00:05:00,00:06:02,00:36:02,00:35:00
5,4.738820476586,-74.083847577467,4.759221,-74.046104,00:05:27,00:06:14,00:11:14,01:05:27
6,4.644580450159,-74.061735537434,4.6357692,-74.0606263,00:07:35,00:08:24,00:43:24,00:37:35
7,4.64102,-74.062154,4.653429,-74.051783,00:07:42,00:08:43,00:38:43,00:37:42
8,4.694195,-74.089388,4.6956275,-74.0804517,00:08:06,00:09:15,00:24:15,00:33:06
9,4.739815934479,-74.098815371112,4.7390173,-74.0980458,00:08:58,00:10:22,00:25:22,00:35:58
10,4.724587,-74.033264,4.727709,-74.032565,00:10:30,00:11:38,00:33:38,00:40:30
11,4.63974,-74.136894,4.6416257,-74.148092,00:10:38,00:11:21,00:31:21,00:33:38
12,4.654323,-74.115766,4.626255,-74.1183917,00:15:26,00:16:52,00:37:52,00:45:26
13,4.769635294246,-74.050501658896,4.7510313,-74.0547531,00:15:54,00:16:54,00:21:54,00:45:54
14,4.658195,-74.057514,4.650144,-74.058411,00:17:20,00:18:13,00:38:13,00:47:20
15,4.713428906333,-74.034322312828,4.7205903,-74.0349696,00:17:40,00:18:38,00:28:38,00:44:40
16,4.673501,-74.051546,4.677799,-74.055224,00:17:43,00:18:39,00:25:39,00:47:43
17,4.738820476586,-74.083847577467,4.7202298,-74.0919216,00:17:56,00:18:45,00:23:45,01:17:56
18,4.691564,-74.102387,4.7095039,-74.1328167,00:18:05,00:19:24,00:36:24,00:48:05
19,4.64102,-74.062154,4.6620102,-74.0695135,00:18:53,00:19:50,00:44:50,00:48:53
20,4.735105593029,-74.065962782734,4.746228,-74.0622427,00:19:38,00:20:49,01:00:49,00:49:38
21,4.64102,-74.062154,4.642609,-74.062252,00:22:58,00:24:14,00:54:14,00:52:58
22,4.705645,-74.053162,4.696263521897,-74.041256345809,00:23:21,00:23:54,00:29:54,00:53:21
23,4.65565,-74.059637,4.643616128925,-74.058859348297,00:23:37,00:24:37,00:54:37,00:53:37
24,4.696692473986,-74.09219820734,4.6667398,-74.0671515,00:25:11,00:26:28,00:41:28,00:55:11
25,4.697331,-74.046349,4.6994024,-74.0312345,00:26:21,00:27:24,01:02:24,00:56:21
26,4.705645,-74.053162,4.7206198,-74.0484751,00:28:49,00:29:26,00:35:26,00:58:49
27,4.688863,-74.047401,4.6655167,-74.0522543,00:31:02,00:32:13,01:12:13,01:01:02
28,4.595418,-74.11443,4.611002512022,-74.130245000124,00:31:19,00:32:22,01:02:22,01:01:19
29,4.624255,-74.076433,4.6058968,-74.0829944,00:32:03,00:32:51,00:52:51,01:06:03
30,4.717173,-74.069236,4.70377351424,-74.055354706943,00:32:09,00:33:00,00:53:00,01:09:09
31,4.586539,-74.096612,4.599293700015,-74.104941375554,00:34:38,00:35:54,01:32:54,01:04:38
32,4.724587,-74.033264,4.7442588,-74.0272579,00:40:22,00:41:07,01:03:07,01:10:22
33,4.705645,-74.053162,4.7359517,-74.0519215,00:42:24,00:42:59,00:48:59,01:12:24
34,4.697331,-74.046349,4.664564,-74.0542878,00:43:20,00:44:08,01:19:08,01:13:20
35,4.680976,-74.042359,4.678871,-74.052608,00:46:18,00:47:10,00:56:10,01:16:18
36,4.595418,-74.11443,4.6075771,-74.1139788,00:47:37,00:48:25,01:18:25,01:17:37
37,4.750944,-74.089839,4.747223,-74.0894578,00:50:48,00:51:52,01:14:52,01:20:48
38,4.64102,-74.062154,4.657746,-74.047036,00:54:23,00:55:34,01:20:34,01:24:23
39,4.705645,-74.053162,4.679161,-74.042667,00:59:42,01:00:18,01:06:18,01:29:42
40,4.693907,-74.089383,4.6859072,-74.0698495,01:01:02,01:03:46,01:29:46,01:31:02
41,4.654323,-74.115766,4.6519954,-74.1328026,01:01:48,01:03:05,01:14:05,01:31:48
42,4.615052,-74.0693842,4.596648764423,-74.088461352945,01:03:43,01:04:41,01:18:41,01:33:43
43,4.687365,-74.101783,4.691663971842,-74.090534177117,01:03:53,01:04:55,01:24:55,01:36:53
44,4.673501,-74.051546,4.662997,-74.059542,01:04:38,01:05:45,01:25:45,01:34:38
45,4.663759110768,-74.117640277281,4.645567377531,-74.106729403138,01:07:03,01:07:43,01:12:43,01:37:03
46,4.687248,-74.035214,4.678879,-74.054557,01:14:07,01:14:58,01:34:58,01:44:07
47,4.602953,-74.101699,4.6049145,-74.1044643,01:15:44,01:17:10,01:47:10,01:45:44
48,4.639833,-74.136866,4.6428704,-74.1595167,01:15:57,01:16:41,01:26:41,01:38:57
49,4.718036,-74.068718,4.727804,-74.04969,01:19:14,01:20:48,01:42:48,02:04:14
50,4.705645,-74.053162,4.690929,-74.05455,01:26:53,01:27:29,01:33:29,01:56:53
51,4.64102,-74.062154,4.627852555958,-74.083258397877,01:28:45,01:30:01,02:00:01,01:58:45
52,4.705645,-74.053162,4.681231,-74.048019,01:29:57,01:30:35,01:36:35,01:59:57
53,4.663759110768,-74.117640277281,4.6508363,-74.1508104,01:32:34,01:33:13,01:38:13,02:02:34
54,4.705645,-74.053162,4.723743517724,-74.070474654436,01:36:00,01:36:36,01:42:36,02:06:00
55,4.687365,-74.101783,4.7090869,-74.0990164,01:36:45,01:37:58,01:52:58,02:10:45
56,4.6635,-74.122968,4.675751,-74.145445,01:43:29,01:44:13,02:01:13,02:17:29
57,4.595514,-74.114342,4.58565567908,-74.16013520211,01:45:25,01:46:27,02:11:27,02:15:25
58,4.653807,-74.067454,4.643937605775,-74.056693464518,01:45:49,01:47:16,02:21:16,02:15:49
59,4.658195,-74.057514,4.6388444,-74.0739023,01:49:08,01:50:09,02:12:09,02:19:08
60,4.680976,-74.042359,4.678879,-74.054557,01:50:25,01:51:08,02:00:08,02:20:25
61,4.663759110768,-74.117640277281,4.672629805286,-74.13799541078,02:03:07,02:03:44,02:08:44,02:33:07
62,4.595418,-74.11443,4.6104724,-74.1421243,02:05:21,02:06:30,02:26:30,02:35:21
63,4.705645,-74.053162,4.703568,-74.06926,02:05:50,02:06:25,02:12:25,02:35:50
64,4.738820476586,-74.083847577467,4.725152,-74.06493,02:12:38,02:13:16,02:18:16,03:12:38
65,4.738820476586,-74.083847577467,4.737771390362,-74.093411367428,02:13:48,02:14:46,02:19:46,03:13:48
66,4.705645,-74.053162,4.7013606,-74.079505,02:34:45,02:35:18,02:41:18,03:04:45
67,4.718036,-74.068718,4.7266057,-74.0419099,02:35:02,02:36:08,02:58:08,03:21:02
68,4.738820476586,-74.083847577467,4.7217376,-74.095318,02:37:30,02:38:16,02:43:16,03:37:30
69,4.738820476586,-74.083847577467,4.7217376,-74.095318,02:40:12,02:40:46,02:45:46,03:40:12
70,4.705652,-74.053164,4.7186403,-74.0342377,02:42:21,02:42:59,02:52:59,03:12:21
71,4.738820476586,-74.083847577467,4.7217376,-74.095318,02:42:50,02:43:32,02:48:32,03:42:50
72,4.663759110768,-74.117640277281,4.6709453,-74.0772533,02:55:24,02:56:09,03:01:09,03:25:24
73,4.602112431222,-74.101134078365,4.627249,-74.1194664,03:02:53,03:04:29,03:28:29,03:32:53
74,4.644580450159,-74.061735537434,4.642023667736,-74.071258765233,03:07:51,03:09:16,03:24:16,03:37:51
75,4.673501,-74.051546,4.682736,-74.061539,03:11:26,03:12:10,03:19:10,03:41:26
76,4.622552,-74.124604,4.60623526153,-74.109465591609,03:24:26,03:25:56,03:35:56,03:54:26
77,4.725080044995,-74.031966309193,4.7181619,-74.0427425,03:26:25,03:27:19,03:42:19,03:56:25
78,4.663759110768,-74.117640277281,4.6709453,-74.0772533,03:29:37,03:30:15,03:35:15,03:59:37
79,4.705645,-74.053162,4.677162,-74.045471,04:27:05,04:27:38,04:33:38,04:57:05
80,4.622552,-74.124604,4.622881,-74.1434328,05:13:13,05:15:07,05:30:07,05:43:13
